AREATYPE, AREA, AREANAME, SOCCODE, SOCTITLE, SOCDESC, EMPLOYMENT,MEAN, MEDIAN, ENTRYWG, EXPERIENCE
10,000007,"New York City", 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines.  May operate CNC equipment.","n/a",55469.29,46124.71,41560.16,62424.36
10,000007,"New York City", 51-8013," Power Plant Operators","Control, operate, or maintain machinery to generate electric power.  Includes auxiliary equipment operators.  Excludes Nuclear Power Reactor Operators (51-8011).",570,128932.1,134585.22,95746.97,145524.16
10,000007,"New York City", 51-8021," Stationary Engineers and Boiler Operators","Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes.  Operate equipment, such as steam engines, generators, motors, turbines, and steam boilers.",2270,120142.58,125184.22,84550.52,137938.1
10,000007,"New York City", 51-8031,"Water and Wastewater Treatment Plant and System Operators","Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater.",1070,89810.69,100950.71,66250.22,101590.92
10,000007,"New York City", 51-8099," Plant and System Operators, All Other","All plant and system operators not listed separately.","n/a",75565.04,79683.3,53395.79,86650.69
10,000007,"New York City", 51-9011," Chemical Equipment Operators and Tenders","Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products.  Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels.  Excludes Chemical Plant and System Operators (51-8091).",340,59534.19,59505.47,40664.48,68969.05
10,000007,"New York City", 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills.  These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product.  Includes dairy processing equipment operators.  Excludes Chemical Equipment Operators and Tenders (51-9011).","n/a",56489.1,50772.38,43036.53,63215.39
10,000007,"New York City", 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber.","n/a",63035.84,55016.83,45460.91,71823.31
10,000007,"New York City", 51-9022," Grinding and Polishing Workers, Hand","Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects.  Includes chippers, buffers, and finishers.",270,61455.84,48762.49,41151.82,71607.86
10,000007,"New York City", 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients.  Excludes Food Batchmakers (51-3092).",500,53685.12,50381.48,38691.53,61181.91
10,000007,"New York City", 51-9031," Cutters and Trimmers, Hand","Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber.",560,53126.99,52758.66,47193.78,56093.08
10,000007,"New York City", 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders","Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material.  Excludes Woodworking Machine Setters, Operators, and Tenders (51-7040), Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic (51-4031), and Textile Cutting Machine Setters, Operators, and Tenders (51-6062).",300,48091.51,46200.64,38310.9,52981.3
10,000007,"New York City", 51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Set up, operate, or tend machines, such as glass forming machines, plodder machines, and tuber machines, to shape and form products, such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics.  Excludes Paper Goods Machine Setters, Operators, and Tenders (51-9196) and Shoe Machine Operators and Tenders (51-6042).",310,40311.55,34230,34230,43646.99
10,000007,"New York City", 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers","Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications.  May use precision measuring instruments and complex test equipment.",3000,57632.04,52111.27,39670.31,66612.39
10,000007,"New York City", 51-9071," Jewelers and Precious Stone and Metal Workers","Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems.  Includes diamond polishers and gem cutters, and persons who perform precision casting and modeling of molds, casting metal in molds, or setting precious and semi-precious stones for jewelry and related products.",3390,66026.56,59353.62,37759.95,80159.35
10,000007,"New York City", 51-9081," Dental Laboratory Technicians","Construct and repair full or partial dentures or dental appliances.  Excludes Dental Assistants (31-9091).",430,62807.05,58272.25,44264.62,72078.78
10,000007,"New York City", 51-9082," Medical Appliance Technicians","Construct, fit, maintain, or repair medical supportive devices, such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances.","n/a",51383.86,45413.71,37895.38,58127.58
10,000007,"New York City", 51-9083," Ophthalmic Laboratory Technicians","Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements.  Assemble and mount lenses into frames or process other optical elements.  Includes precision lens polishers or grinders, centerer-edgers, and lens mounters.  Excludes Opticians, Dispensing (29-2081).",280,39961.69,37149.49,34230,43416.14
10,000007,"New York City", 51-9111,"Packaging and Filling Machine Operators and Tenders","Operate or tend machines to prepare industrial or consumer products for storage or shipment.  Includes cannery workers who pack food products.",2920,44827.88,42707.19,36783.22,48850.73
10,000007,"New York City", 51-9123," Painting, Coating, and Decorating Workers","Paint, coat, or decorate articles, such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather.  Excludes Artists and Related Workers (27-1010), Designers (27-1020), Photographic Process Workers and Processing Machine Operators (51-9151), and Etchers and Engravers (51-9194).","n/a",76462.77,80660.03,66506.71,81440.79
10,000007,"New York City", 51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities. Excludes Plating Machine Setters, Operators, and Tenders, Metal and Plastic (51-4193).",320,58409.73,51421.82,42095.71,66567.25
10,000007,"New York City", 51-9151,"Photographic Process Workers and Processing Machine Operators","Perform work involved in developing and processing photographic images from film or digital media.  May perform precision tasks such as editing photographic negatives and prints.","n/a",82631.95,76397.1,56626.58,95635.14
10,000007,"New York City", 51-9161,"Computer Numerically Controlled Tool Operators","Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment.",340,57971.64,55165.6,39984.26,66965.32
10,000007,"New York City", 51-9162,"Computer Numerically Controlled Tool Programmers","Develop programs to control machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment.","n/a",69838.05,64814.88,39058.83,85227.66
10,000007,"New York City", 51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities.","n/a",40813.25,38262.68,37085.88,42677.44
10,000007,"New York City", 51-9194," Etchers and Engravers","Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers.  Photoengravers are included in Prepress Technicians and Workers (51-5111).","n/a",46181.14,37557.83,37336.22,50603.09
10,000007,"New York City", 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Mold, shape, form, cast, or carve products such as food products, figurines, tile, pipes, and candles consisting of clay, glass, plaster, concrete, stone, or combinations of materials.","n/a",54508.97,54458.7,40375.16,61575.88
10,000007,"New York City", 51-9196,"Paper Goods Machine Setters, Operators, and Tenders","Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products.","n/a",50904.73,47099.39,35016.49,58847.82
